Friction_Angle,Cohesion,Slope_Angle,Rainfall_Intensity,Rainfall_Duration,Permeability,FOS
30,20,45,30,4,0.00001,1.996
30,20,45,30,8,0.00001,1.983
30,20,45,30,12,0.00001,1.968
30,20,45,30,16,0.00001,1.952
30,20,45,30,20,0.00001,1.934
30,20,45,30,24,0.00001,1.913
30,20,45,60,0,0.00001,2.003
30,20,45,60,1,0.00001,2.001
30,20,45,60,2,0.00001,1.998
30,20,45,60,3,0.00001,1.995
30,20,45,60,4,0.00001,1.991
30,20,45,60,8,0.00001,1.977
30,20,45,60,12,0.00001,1.960
30,20,45,60,16,0.00001,1.944
30,20,45,60,20,0.00001,1.922
30,20,45,60,24,0.00001,1.901
15,0,60,10,0,0.00001,0.364
15,0,60,10,1,0.00001,0.361
15,0,60,10,2,0.00001,0.347
15,0,60,10,3,0.00001,0.345
15,0,60,10,4,0.00001,0.343
15,0,60,10,8,0.00001,0.250
15,0,60,10,12,0.00001,0.212
15,0,60,10,16,0.00001,0.193
15,0,60,10,20,0.00001,0.182
15,0,60,10,24,0.00001,0.174
15,0,60,30,0,0.00001,0.364
15,0,60,30,1,0.00001,0.345
15,0,60,30,2,0.00001,0.269
15,0,60,30,3,0.00001,0.210
15,0,60,30,4,0.00001,0.158
15,0,60,30,8,0.00001,0.117
15,0,60,30,12,0.00001,0.147
15,0,60,30,16,0.00001,0.121
15,0,60,30,20,0.00001,0.134
15,0,60,30,24,0.00001,0.131
15,0,60,60,0,0.00001,0.364
15,0,60,60,1,0.00001,0.330
15,0,60,60,2,0.00001,0.153
15,0,60,60,3,0.00001,0.134
15,0,60,60,4,0.00001,0.127
15,0,60,60,8,0.00001,0.112
15,0,60,60,12,0.00001,0.126
15,0,60,60,16,0.00001,0.118
15,0,60,60,20,0.00001,0.130
15,0,60,60,24,0.00001,0.135
15,5,60,10,0,0.00001,0.637
15,5,60,10,1,0.00001,0.635
15,5,60,10,2,0.00001,0.633
15,5,60,10,3,0.00001,0.631
15,5,60,10,4,0.00001,0.631
15,5,60,10,8,0.00001,0.628
15,5,60,10,12,0.00001,0.625
15,5,60,10,16,0.00001,0.622
15,5,60,10,20,0.00001,0.611
15,5,60,10,24,0.00001,0.607
15,5,60,30,0,0.00001,0.637
15,5,60,30,1,0.00001,0.632
15,5,60,30,2,0.00001,0.630
15,5,60,30,3,0.00001,0.628
15,5,60,30,4,0.00001,0.626
15,5,60,30,8,0.00001,0.620
15,5,60,30,12,0.00001,0.615
15,5,60,30,16,0.00001,0.609
15,5,60,30,20,0.00001,0.594
15,5,60,30,24,0.00001,0.586
15,5,60,60,0,0.00001,0.637
15,5,60,60,1,0.00001,0.630
15,5,60,60,2,0.00001,0.627
15,5,60,60,3,0.00001,0.624
15,5,60,60,4,0.00001,0.623
15,5,60,60,8,0.00001,0.618
15,5,60,60,12,0.00001,0.612
15,5,60,60,16,0.00001,0.598
15,5,60,60,20,0.00001,0.591
15,5,60,60,24,0.00001,0.541
15,10,60,10,0,0.00001,0.914
15,10,60,10,1,0.00001,0.913
15,10,60,10,2,0.00001,0.911
15,10,60,10,3,0.00001,0.911
15,10,60,10,4,0.00001,0.910
15,10,60,10,8,0.00001,0.907
15,10,60,10,12,0.00001,0.905
15,10,60,10,16,0.00001,0.902
15,10,60,10,20,0.00001,0.899
15,10,60,10,24,0.00001,0.897
15,10,60,30,0,0.00001,0.914
15,10,60,30,1,0.00001,0.911
15,10,60,30,2,0.00001,0.909
15,10,60,30,3,0.00001,0.907
15,10,60,30,4,0.00001,0.906
15,10,60,30,8,0.00001,0.901
15,10,60,30,12,0.00001,0.896
15,10,60,30,16,0.00001,0.891
15,10,60,30,20,0.00001,0.886
15,10,60,30,24,0.00001,0.822
15,10,60,60,0,0.00001,0.914
15,10,60,60,1,0.00001,0.909
15,10,60,60,2,0.00001,0.907
15,10,60,60,3,0.00001,0.905
15,10,60,60,4,0.00001,0.881
15,10,60,60,8,0.00001,0.899
15,10,60,60,12,0.00001,0.894
15,10,60,60,16,0.00001,0.889
15,10,60,60,20,0.00001,0.824
15,10,60,60,24,0.00001,0.818
15,15,60,10,0,0.00001,1.175
15,15,60,10,1,0.00001,1.174
15,15,60,10,2,0.00001,1.092
15,15,60,10,3,0.00001,1.172
15,15,60,10,4,0.00001,1.172
15,15,60,10,8,0.00001,1.115
15,15,60,10,12,0.00001,1.112
15,15,60,10,16,0.00001,1.110
15,15,60,10,20,0.00001,1.107
15,15,60,10,24,0.00001,1.105
15,15,60,30,0,0.00001,1.175
15,15,60,30,1,0.00001,1.173
15,15,60,30,2,0.00001,1.116
15,15,60,30,3,0.00001,1.115
15,15,60,30,4,0.00001,1.113
15,15,60,30,8,0.00001,1.108
15,15,60,30,12,0.00001,1.103
15,15,60,30,16,0.00001,1.100
15,15,60,30,20,0.00001,1.094
15,15,60,30,24,0.00001,1.087
15,15,60,60,0,0.00001,1.175
15,15,60,60,1,0.00001,1.117
15,15,60,60,2,0.00001,1.114
15,15,60,60,3,0.00001,1.112
15,15,60,60,4,0.00001,1.111
15,15,60,60,8,0.00001,1.106
15,15,60,60,12,0.00001,1.101
15,15,60,60,16,0.00001,1.097
15,15,60,60,20,0.00001,1.090
15,15,60,60,24,0.00001,1.071
15,20,60,10,0,0.00001,1.383
15,20,60,10,1,0.00001,1.383
15,20,60,10,2,0.00001,1.382
15,20,60,10,3,0.00001,1.381
15,20,60,10,4,0.00001,1.380
15,20,60,10,8,0.00001,1.379
15,20,60,10,12,0.00001,1.377
15,20,60,10,16,0.00001,1.374
15,20,60,10,20,0.00001,1.372
15,20,60,10,24,0.00001,1.370
15,20,60,30,0,0.00001,1.383
15,20,60,30,1,0.00001,1.381
15,20,60,30,2,0.00001,1.380
15,20,60,30,3,0.00001,1.379
15,20,60,30,4,0.00001,1.378
15,20,60,30,8,0.00001,1.374
15,20,60,30,12,0.00001,1.370
15,20,60,30,16,0.00001,1.367
15,20,60,30,20,0.00001,1.363
15,20,60,30,24,0.00001,1.357
15,20,60,60,0,0.00001,1.383
15,20,60,60,1,0.00001,1.380
15,20,60,60,2,0.00001,1.378
15,20,60,60,3,0.00001,1.377
15,20,60,60,4,0.00001,1.376
15,20,60,60,8,0.00001,1.372
15,20,60,60,12,0.00001,1.368
15,20,60,60,16,0.00001,1.364
15,20,60,60,20,0.00001,1.359
15,20,60,60,24,0.00001,1.355
20,0,60,10,0,0.00001,0.492
20,0,60,10,1,0.00001,0.489
20,0,60,10,2,0.00001,0.469
20,0,60,10,3,0.00001,0.466
20,0,60,10,4,0.00001,0.464
20,0,60,10,8,0.00001,0.460
20,0,60,10,12,0.00001,0.285
20,0,60,10,16,0.00001,0.259
20,0,60,10,20,0.00001,0.245
20,0,60,10,24,0.00001,0.234
20,0,60,30,0,0.00001,0.492
20,0,60,30,1,0.00001,0.466
20,0,60,30,2,0.00001,0.462
20,0,60,30,3,0.00001,0.373
20,0,60,30,4,0.00001,0.213
20,0,60,30,8,0.00001,0.158
20,0,60,30,12,0.00001,0.142
20,0,60,30,16,0.00001,0.164
20,0,60,30,20,0.00001,0.154
20,0,60,30,24,0.00001,0.145
20,0,60,60,0,0.00001,0.492
20,0,60,60,1,0.00001,0.463
20,0,60,60,2,0.00001,0.207
20,0,60,60,3,0.00001,0.181
20,0,60,60,4,0.00001,0.172
20,0,60,60,8,0.00001,0.150
20,0,60,60,12,0.00001,0.171
20,0,60,60,16,0.00001,0.159
20,0,60,60,20,0.00001,0.150
20,0,60,60,24,0.00001,0.143
20,5,60,10,0,0.00001,0.786
20,5,60,10,1,0.00001,0.783
20,5,60,10,2,0.00001,0.781
20,5,60,10,3,0.00001,0.779
20,5,60,10,4,0.00001,0.778
20,5,60,10,8,0.00001,0.760
20,5,60,10,12,0.00001,0.756
20,5,60,10,16,0.00001,0.751
20,5,60,10,20,0.00001,0.711
20,5,60,10,24,0.00001,0.691
20,5,60,30,0,0.00001,0.786
20,5,60,30,1,0.00001,0.780
20,5,60,30,2,0.00001,0.777
20,5,60,30,3,0.00001,0.760
20,5,60,30,4,0.00001,0.757
20,5,60,30,8,0.00001,0.748
20,5,60,30,12,0.00001,0.740
20,5,60,30,16,0.00001,0.695
20,5,60,30,20,0.00001,0.672
20,5,60,30,24,0.00001,0.658
20,5,60,60,0,0.00001,0.786
20,5,60,60,1,0.00001,0.777
20,5,60,60,2,0.00001,0.758
20,5,60,60,3,0.00001,0.755
20,5,60,60,4,0.00001,0.752
20,5,60,60,8,0.00001,0.745
20,5,60,60,12,0.00001,0.736
20,5,60,60,16,0.00001,0.676
20,5,60,60,20,0.00001,0.667
20,5,60,60,24,0.00001,0.649
20,10,60,10,0,0.00001,1.013
20,10,60,10,1,0.00001,1.012
20,10,60,10,2,0.00001,1.010
20,10,60,10,3,0.00001,1.010
20,10,60,10,4,0.00001,1.008
20,10,60,10,8,0.00001,1.005
20,10,60,10,12,0.00001,1.003
20,10,60,10,16,0.00001,0.999
20,10,60,10,20,0.00001,0.977
20,10,60,10,24,0.00001,0.974
20,10,60,30,0,0.00001,1.013
20,10,60,30,1,0.00001,1.010
20,10,60,30,2,0.00001,1.008
20,10,60,30,3,0.00001,1.007
20,10,60,30,4,0.00001,1.004
20,10,60,30,8,0.00001,0.997
20,10,60,30,12,0.00001,0.992
20,10,60,30,16,0.00001,0.964
20,10,60,30,20,0.00001,0.958
20,10,60,30,24,0.00001,0.948
20,10,60,60,0,0.00001,1.013
20,10,60,60,1,0.00001,1.008
20,10,60,60,2,0.00001,1.005
20,10,60,60,3,0.00001,1.003
20,10,60,60,4,0.00001,1.001
20,10,60,60,8,0.00001,0.995
20,10,60,60,12,0.00001,0.968
20,10,60,60,16,0.00001,0.962
20,10,60,60,20,0.00001,0.953
20,10,60,60,24,0.00001,0.942
20,15,60,10,0,0.00001,1.300
20,15,60,10,1,0.00001,1.298
20,15,60,10,2,0.00001,1.296
20,15,60,10,3,0.00001,1.295
20,15,60,10,4,0.00001,1.294
20,15,60,10,8,0.00001,1.291
20,15,60,10,12,0.00001,1.288
20,15,60,10,16,0.00001,1.284
20,15,60,10,20,0.00001,1.280
20,15,60,10,24,0.00001,1.277
20,15,60,30,0,0.00001,1.300
20,15,60,30,1,0.00001,1.296
20,15,60,30,2,0.00001,1.293
20,15,60,30,3,0.00001,1.291
20,15,60,30,4,0.00001,1.289
20,15,60,30,8,0.00001,1.282
20,15,60,30,12,0.00001,1.275
20,15,60,30,16,0.00001,1.269
20,15,60,30,20,0.00001,1.262
20,15,60,30,24,0.00001,1.254
20,15,60,60,0,0.00001,1.300
20,15,60,60,1,0.00001,1.294
20,15,60,60,2,0.00001,1.289
20,15,60,60,3,0.00001,1.287
20,15,60,60,4,0.00001,1.285
20,15,60,60,8,0.00001,1.279
20,15,60,60,12,0.00001,1.273
20,15,60,60,16,0.00001,1.266
20,15,60,60,20,0.00001,1.257
20,15,60,60,24,0.00001,1.249
20,20,60,10,0,0.00001,1.580
20,20,60,10,1,0.00001,1.579
20,20,60,10,2,0.00001,1.515
20,20,60,10,3,0.00001,1.502
20,20,60,10,4,0.00001,1.501
20,20,60,10,8,0.00001,1.498
20,20,60,10,12,0.00001,1.495
20,20,60,10,16,0.00001,1.491
20,20,60,10,20,0.00001,1.487
20,20,60,10,24,0.00001,1.484
20,20,60,30,0,0.00001,1.580
20,20,60,30,1,0.00001,1.502
20,20,60,30,2,0.00001,1.500
20,20,60,30,3,0.00001,1.498
20,20,60,30,4,0.00001,1.496
20,20,60,30,8,0.00001,1.489
20,20,60,30,12,0.00001,1.483
20,20,60,30,16,0.00001,1.477
20,20,60,30,20,0.00001,1.470
20,20,60,30,24,0.00001,1.462
20,20,60,60,0,0.00001,1.580
20,20,60,60,1,0.00001,1.500
20,20,60,60,2,0.00001,1.497
20,20,60,60,3,0.00001,1.495
20,20,60,60,4,0.00001,1.493
20,20,60,60,8,0.00001,1.486
20,20,60,60,12,0.00001,1.481
20,20,60,60,16,0.00001,1.473
20,20,60,60,20,0.00001,1.466
20,20,60,60,24,0.00001,1.457
25,0,60,10,0,0.00001,0.629
25,0,60,10,1,0.00001,0.624
25,0,60,10,2,0.00001,0.599
25,0,60,10,3,0.00001,0.595
25,0,60,10,4,0.00001,0.593
25,0,60,10,8,0.00001,0.549
25,0,60,10,12,0.00001,0.424
25,0,60,10,16,0.00001,0.330
25,0,60,10,20,0.00001,0.312
25,0,60,10,24,0.00001,0.299
25,0,60,30,0,0.00001,0.629
25,0,60,30,1,0.00001,0.595
25,0,60,30,2,0.00001,0.591
25,0,60,30,3,0.00001,0.474
25,0,60,30,4,0.00001,0.271
25,0,60,30,8,0.00001,0.201
25,0,60,30,12,0.00001,0.181
25,0,60,30,16,0.00001,0.210
25,0,60,30,20,0.00001,0.196
25,0,60,30,24,0.00001,0.187
25,0,60,60,0,0.00001,0.629
25,0,60,60,1,0.00001,0.591
25,0,60,60,2,0.00001,0.297
25,0,60,60,3,0.00001,0.231
25,0,60,60,4,0.00001,0.218
25,0,60,60,8,0.00001,0.191
25,0,60,60,12,0.00001,0.172
25,0,60,60,16,0.00001,0.203
25,0,60,60,20,0.00001,0.192
25,0,60,60,24,0.00001,0.183
25,5,60,10,0,0.00001,0.942
25,5,60,10,1,0.00001,0.939
25,5,60,10,2,0.00001,0.937
25,5,60,10,3,0.00001,0.915
25,5,60,10,4,0.00001,0.914
25,5,60,10,8,0.00001,0.908
25,5,60,10,12,0.00001,0.835
25,5,60,10,16,0.00001,0.831
25,5,60,10,20,0.00001,0.825
25,5,60,10,24,0.00001,0.820
25,5,60,30,0,0.00001,0.942
25,5,60,30,1,0.00001,0.915
25,5,60,30,2,0.00001,0.911
25,5,60,30,3,0.00001,0.860
25,5,60,30,4,0.00001,0.836
25,5,60,30,8,0.00001,0.825
25,5,60,30,12,0.00001,0.816
25,5,60,30,16,0.00001,0.806
25,5,60,30,20,0.00001,0.791
25,5,60,30,24,0.00001,0.770
25,5,60,60,0,0.00001,0.942
25,5,60,60,1,0.00001,0.912
25,5,60,60,2,0.00001,0.838
25,5,60,60,3,0.00001,0.834
25,5,60,60,4,0.00001,0.830
25,5,60,60,8,0.00001,0.821
25,5,60,60,12,0.00001,0.812
25,5,60,60,16,0.00001,0.802
25,5,60,60,20,0.00001,0.782
25,5,60,60,24,0.00001,0.723
25,10,60,10,0,0.00001,1.185
25,10,60,10,1,0.00001,1.158
25,10,60,10,2,0.00001,1.155
25,10,60,10,3,0.00001,1.153
25,10,60,10,4,0.00001,1.151
25,10,60,10,8,0.00001,1.146
25,10,60,10,12,0.00001,1.141
25,10,60,10,16,0.00001,1.136
25,10,60,10,20,0.00001,1.131
25,10,60,10,24,0.00001,1.126
25,10,60,30,0,0.00001,1.185
25,10,60,30,1,0.00001,1.154
25,10,60,30,2,0.00001,1.149
25,10,60,30,3,0.00001,1.146
25,10,60,30,4,0.00001,1.142
25,10,60,30,8,0.00001,1.133
25,10,60,30,12,0.00001,1.123
25,10,60,30,16,0.00001,1.114
25,10,60,30,20,0.00001,1.105
25,10,60,30,24,0.00001,1.079
25,10,60,60,0,0.00001,1.185
25,10,60,60,1,0.00001,1.151
25,10,60,60,2,0.00001,1.145
25,10,60,60,3,0.00001,1.141
25,10,60,60,4,0.00001,1.137
25,10,60,60,8,0.00001,1.129
25,10,60,60,12,0.00001,1.119
25,10,60,60,16,0.00001,1.110
25,10,60,60,20,0.00001,1.099
25,10,60,60,24,0.00001,1.068
25,15,60,10,0,0.00001,1.489
25,15,60,10,1,0.00001,1.487
25,15,60,10,2,0.00001,1.485
25,15,60,10,3,0.00001,1.483
25,15,60,10,4,0.00001,1.481
25,15,60,10,8,0.00001,1.477
25,15,60,10,12,0.00001,1.371
25,15,60,10,16,0.00001,1.367
25,15,60,10,20,0.00001,1.363
25,15,60,10,24,0.00001,1.359
25,15,60,30,0,0.00001,1.489
25,15,60,30,1,0.00001,1.483
25,15,60,30,2,0.00001,1.480
25,15,60,30,3,0.00001,1.375
25,15,60,30,4,0.00001,1.372
25,15,60,30,8,0.00001,1.364
25,15,60,30,12,0.00001,1.357
25,15,60,30,16,0.00001,1.350
25,15,60,30,20,0.00001,1.342
25,15,60,30,24,0.00001,1.332
25,15,60,60,0,0.00001,1.489
25,15,60,60,1,0.00001,1.481
25,15,60,60,2,0.00001,1.374
25,15,60,60,3,0.00001,1.371
25,15,60,60,4,0.00001,1.369
25,15,60,60,8,0.00001,1.361
25,15,60,60,12,0.00001,1.354
25,15,60,60,16,0.00001,1.445
25,15,60,60,20,0.00001,1.337
25,15,60,60,24,0.00001,1.301
25,20,60,10,0,0.00001,1.697
25,20,60,10,1,0.00001,1.694
25,20,60,10,2,0.00001,1.693
25,20,60,10,3,0.00001,1.691
25,20,60,10,4,0.00001,1.689
25,20,60,10,8,0.00001,1.686
25,20,60,10,12,0.00001,1.682
25,20,60,10,16,0.00001,1.677
25,20,60,10,20,0.00001,1.672
25,20,60,10,24,0.00001,1.668
25,20,60,30,0,0.00001,1.697
25,20,60,30,1,0.00001,1.691
25,20,60,30,2,0.00001,1.688
25,20,60,30,3,0.00001,1.686
25,20,60,30,4,0.00001,1.683
25,20,60,30,8,0.00001,1.674
25,20,60,30,12,0.00001,1.666
25,20,60,30,16,0.00001,1.658
25,20,60,30,20,0.00001,1.649
25,20,60,30,24,0.00001,1.639
25,20,60,60,0,0.00001,1.697
25,20,60,60,1,0.00001,1.689
25,20,60,60,2,0.00001,1.685
25,20,60,60,3,0.00001,1.682
25,20,60,60,4,0.00001,1.679
25,20,60,60,8,0.00001,1.670
25,20,60,60,12,0.00001,1.605
25,20,60,60,16,0.00001,1.654
25,20,60,60,20,0.00001,1.643
25,20,60,60,24,0.00001,1.633
30,0,60,10,0,0.00001,0.776
30,0,60,10,1,0.00001,0.744
30,0,60,10,2,0.00001,0.738
30,0,60,10,3,0.00001,0.734
30,0,60,10,4,0.00001,0.732
30,0,60,10,8,0.00001,0.725
30,0,60,10,12,0.00001,0.549
30,0,60,10,16,0.00001,0.406
30,0,60,10,20,0.00001,0.383
30,0,60,10,24,0.00001,0.367
30,0,60,30,0,0.00001,0.776
30,0,60,30,1,0.00001,0.734
30,0,60,30,2,0.00001,0.729
30,0,60,30,3,0.00001,0.626
30,0,60,30,4,0.00001,0.334
30,0,60,30,8,0.00001,0.249
30,0,60,30,12,0.00001,0.223
30,0,60,30,16,0.00001,0.260
30,0,60,30,20,0.00001,0.242
30,0,60,30,24,0.00001,0.230
30,0,60,60,0,0.00001,0.776
30,0,60,60,1,0.00001,0.730
30,0,60,60,2,0.00001,0.366
30,0,60,60,3,0.00001,0.285
30,0,60,60,4,0.00001,0.270
30,0,60,60,8,0.00001,0.236
30,0,60,60,12,0.00001,0.212
30,0,60,60,16,0.00001,0.252
30,0,60,60,20,0.00001,0.238
30,0,60,60,24,0.00001,0.226
30,5,60,10,0,0.00001,1.101
30,5,60,10,1,0.00001,1.037
30,5,60,10,2,0.00001,1.018
30,5,60,10,3,0.00001,0.992
30,5,60,10,4,0.00001,0.991
30,5,60,10,8,0.00001,0.985
30,5,60,10,12,0.00001,0.979
30,5,60,10,16,0.00001,0.973
30,5,60,10,20,0.00001,0.960
30,5,60,10,24,0.00001,0.952
30,5,60,30,0,0.00001,1.101
30,5,60,30,1,0.00001,0.993
30,5,60,30,2,0.00001,0.989
30,5,60,30,3,0.00001,0.985
30,5,60,30,4,0.00001,0.981
30,5,60,30,8,0.00001,0.966
30,5,60,30,12,0.00001,0.955
30,5,60,30,16,0.00001,0.934
30,5,60,30,20,0.00001,0.843
30,5,60,30,24,0.00001,0.818
30,5,60,60,0,0.00001,1.101
30,5,60,60,1,0.00001,0.991
30,5,60,60,2,0.00001,0.983
30,5,60,60,3,0.00001,0.978
30,5,60,60,4,0.00001,0.974
30,5,60,60,8,0.00001,0.962
30,5,60,60,12,0.00001,0.950
30,5,60,60,16,0.00001,0.918
30,5,60,60,20,0.00001,0.830
30,5,60,60,24,0.00001,0.809
30,10,60,10,0,0.00001,1.333
30,10,60,10,1,0.00001,1.330
30,10,60,10,2,0.00001,1.326
30,10,60,10,3,0.00001,1.323
30,10,60,10,4,0.00001,1.321
30,10,60,10,8,0.00001,1.315
30,10,60,10,12,0.00001,1.309
30,10,60,10,16,0.00001,1.302
30,10,60,10,20,0.00001,1.275
30,10,60,10,24,0.00001,1.268
30,10,60,30,0,0.00001,1.333
30,10,60,30,1,0.00001,1.324
30,10,60,30,2,0.00001,1.319
30,10,60,30,3,0.00001,1.315
30,10,60,30,4,0.00001,1.310
30,10,60,30,8,0.00001,1.298
30,10,60,30,12,0.00001,1.287
30,10,60,30,16,0.00001,1.254
30,10,60,30,20,0.00001,1.240
30,10,60,30,24,0.00001,1.138
30,10,60,60,0,0.00001,1.333
30,10,60,60,1,0.00001,1.320
30,10,60,60,2,0.00001,1.312
30,10,60,60,3,0.00001,1.308
30,10,60,60,4,0.00001,1.304
30,10,60,60,8,0.00001,1.293
30,10,60,60,12,0.00001,1.281
30,10,60,60,16,0.00001,1.247
30,10,60,60,20,0.00001,1.233
30,10,60,60,24,0.00001,1.129
30,15,60,10,0,0.00001,1.572
30,15,60,10,1,0.00001,1.569
30,15,60,10,2,0.00001,1.566
30,15,60,10,3,0.00001,1.565
30,15,60,10,4,0.00001,1.563
30,15,60,10,8,0.00001,1.558
30,15,60,10,12,0.00001,1.528
30,15,60,10,16,0.00001,1.518
30,15,60,10,20,0.00001,1.511
30,15,60,10,24,0.00001,1.505
30,15,60,30,0,0.00001,1.572
30,15,60,30,1,0.00001,1.566
30,15,60,30,2,0.00001,1.562
30,15,60,30,3,0.00001,1.559
30,15,60,30,4,0.00001,1.526
30,15,60,30,8,0.00001,1.513
30,15,60,30,12,0.00001,1.503
30,15,60,30,16,0.00001,1.491
30,15,60,30,20,0.00001,1.479
30,15,60,30,24,0.00001,1.465
30,15,60,60,0,0.00001,1.572
30,15,60,60,1,0.00001,1.563
30,15,60,60,2,0.00001,1.528
30,15,60,60,3,0.00001,1.524
30,15,60,60,4,0.00001,1.520
30,15,60,60,8,0.00001,1.508
30,15,60,60,12,0.00001,1.498
30,15,60,60,16,0.00001,1.486
30,15,60,60,20,0.00001,1.473
30,15,60,60,24,0.00001,1.456
30,20,60,10,0,0.00001,1.902
30,20,60,10,1,0.00001,1.899
30,20,60,10,2,0.00001,1.897
30,20,60,10,3,0.00001,1.894
30,20,60,10,4,0.00001,1.893
30,20,60,10,8,0.00001,1.887
30,20,60,10,12,0.00001,1.883
30,20,60,10,16,0.00001,1.876
30,20,60,10,20,0.00001,1.741
30,20,60,10,24,0.00001,1.738
30,20,60,30,0,0.00001,1.902
30,20,60,30,1,0.00001,1.895
30,20,60,30,2,0.00001,1.891
30,20,60,30,3,0.00001,1.888
30,20,60,30,4,0.00001,1.884
30,20,60,30,8,0.00001,1.873
30,20,60,30,12,0.00001,1.863
30,20,60,30,16,0.00001,1.727
30,20,60,30,20,0.00001,1.717
30,20,60,30,24,0.00001,1.706
30,20,60,60,0,0.00001,1.902
30,20,60,60,1,0.00001,1.892
30,20,60,60,2,0.00001,1.886
30,20,60,60,3,0.00001,1.882
30,20,60,60,4,0.00001,1.879
30,20,60,60,8,0.00001,1.869
30,20,60,60,12,0.00001,1.730
30,20,60,60,16,0.00001,1.722
30,20,60,60,20,0.00001,1.713
30,20,60,60,24,0.00001,1.700
15,0,75,10,0,0.00001,0.293
15,0,75,10,1,0.00001,0.287
15,0,75,10,2,0.00001,0.283
15,0,75,10,3,0.00001,0.28
15,0,75,10,4,0.00001,0.277
15,0,75,10,8,0.00001,0.27
15,0,75,10,12,0.00001,0.264
15,0,75,10,16,0.00001,0.224
15,0,75,10,20,0.00001,0.165
15,0,75,10,24,0.00001,0.156
15,0,75,30,0,0.00001,0.293
15,0,75,30,1,0.00001,0.279
15,0,75,30,2,0.00001,0.273
15,0,75,30,3,0.00001,0.269
15,0,75,30,4,0.00001,0.265
15,0,75,30,8,0.00001,0.136
15,0,75,30,12,0.00001,0.124
15,0,75,30,16,0.00001,0.121
15,0,75,30,20,0.00001,0.121
15,0,75,30,24,0.00001,0.121
15,0,75,60,0,0.00001,0.293
15,0,75,60,1,0.00001,0.273
15,0,75,60,2,0.00001,0.264
15,0,75,60,3,0.00001,0.148
15,0,75,60,4,0.00001,0.144
15,0,75,60,8,0.00001,0.13
15,0,75,60,12,0.00001,0.118
15,0,75,60,16,0.00001,0.118
15,0,75,60,20,0.00001,0.118
15,0,75,60,24,0.00001,0.118
15,5,75,10,0,0.00001,0.556
15,5,75,10,1,0.00001,0.553
15,5,75,10,2,0.00001,0.551
15,5,75,10,3,0.00001,0.549
15,5,75,10,4,0.00001,0.548
15,5,75,10,8,0.00001,0.544
15,5,75,10,12,0.00001,0.541
15,5,75,10,16,0.00001,0.538
15,5,75,10,20,0.00001,0.534
15,5,75,10,24,0.00001,0.53
15,5,75,30,0,0.00001,0.556
15,5,75,30,1,0.00001,0.549
15,5,75,30,2,0.00001,0.545
15,5,75,30,3,0.00001,0.543
15,5,75,30,4,0.00001,0.541
15,5,75,30,8,0.00001,0.537
15,5,75,30,12,0.00001,0.532
15,5,75,30,16,0.00001,0.528
15,5,75,30,20,0.00001,0.523
15,5,75,30,24,0.00001,0.519
15,5,75,60,0,0.00001,0.556
15,5,75,60,1,0.00001,0.545
15,5,75,60,2,0.00001,0.541
15,5,75,60,3,0.00001,0.54
15,5,75,60,4,0.00001,0.539
15,5,75,60,8,0.00001,0.535
15,5,75,60,12,0.00001,0.53
15,5,75,60,16,0.00001,0.525
15,5,75,60,20,0.00001,0.52
15,5,75,60,24,0.00001,0.514
15,10,75,10,0,0.00001,0.777
15,10,75,10,1,0.00001,0.774
15,10,75,10,2,0.00001,0.771
15,10,75,10,3,0.00001,0.77
15,10,75,10,4,0.00001,0.768
15,10,75,10,8,0.00001,0.728
15,10,75,10,12,0.00001,0.725
15,10,75,10,16,0.00001,0.723
15,10,75,10,20,0.00001,0.72
15,10,75,10,24,0.00001,0.717
15,10,75,30,0,0.00001,0.777
15,10,75,30,1,0.00001,0.77
15,10,75,30,2,0.00001,0.766
15,10,75,30,3,0.00001,0.763
15,10,75,30,4,0.00001,0.761
15,10,75,30,8,0.00001,0.757
15,10,75,30,12,0.00001,0.719
15,10,75,30,16,0.00001,0.715
15,10,75,30,20,0.00001,0.715
15,10,75,30,24,0.00001,0.715
15,10,75,60,0,0.00001,0.777
15,10,75,60,1,0.00001,0.766
15,10,75,60,2,0.00001,0.726
15,10,75,60,3,0.00001,0.725
15,10,75,60,4,0.00001,0.724
15,10,75,60,8,0.00001,0.721
15,10,75,60,12,0.00001,0.717
15,10,75,60,16,0.00001,0.713
15,10,75,60,20,0.00001,0.713
15,10,75,60,24,0.00001,0.713
15,15,75,10,0,0.00001,0.994
15,15,75,10,1,0.00001,0.985
15,15,75,10,2,0.00001,0.984
15,15,75,10,3,0.00001,0.982
15,15,75,10,4,0.00001,0.981
15,15,75,10,8,0.00001,0.979
15,15,75,10,12,0.00001,0.976
15,15,75,10,16,0.00001,0.973
15,15,75,10,20,0.00001,0.971
15,15,75,10,24,0.00001,0.918
15,15,75,30,0,0.00001,0.994
15,15,75,30,1,0.00001,0.982
15,15,75,30,2,0.00001,0.979
15,15,75,30,3,0.00001,0.978
15,15,75,30,4,0.00001,0.977
15,15,75,30,8,0.00001,0.973
15,15,75,30,12,0.00001,0.973
15,15,75,30,16,0.00001,0.917
15,15,75,30,20,0.00001,0.917
15,15,75,30,24,0.00001,0.917
15,15,75,60,0,0.00001,0.994
15,15,75,60,1,0.00001,0.979
15,15,75,60,2,0.00001,0.976
15,15,75,60,3,0.00001,0.976
15,15,75,60,4,0.00001,0.975
15,15,75,60,8,0.00001,0.972
15,15,75,60,12,0.00001,0.968
15,15,75,60,16,0.00001,0.964
